emp_no,first_name,last_name,title,from_date,to_date,dept_name
230616,Paloma,Pluym,Engineer,1985-08-28,1990-08-28,Production
230616,Paloma,Pluym,Senior Engineer,1990-08-28,1999-01-01,Production
230621,Ulises,Erol,Engineer,1991-10-30,2000-10-29,Quality Management
230621,Ulises,Erol,Senior Engineer,2000-10-29,1999-01-01,Quality Management
230621,Ulises,Erol,Engineer,1991-10-30,2000-10-29,Production
230621,Ulises,Erol,Senior Engineer,2000-10-29,1999-01-01,Production
230622,Unal,Quittner,Technique Leader,1987-12-19,1999-01-01,Production
230636,Tsz,Pusterhofer,Senior Staff,1992-07-13,1999-01-01,Marketing
230636,Tsz,Pusterhofer,Staff,1986-07-14,1992-07-13,Marketing
230647,Kamakshi,Senzako,Engineer,1996-11-11,1999-01-01,Development
230673,Sadegh,Panwar,Engineer,1986-10-02,1995-10-02,Development
230673,Sadegh,Panwar,Senior Engineer,1995-10-02,1999-01-01,Development
230681,Jinya,Hiraishi,Senior Staff,1996-03-07,1999-01-01,Human Resources
230681,Jinya,Hiraishi,Staff,1991-03-08,1996-03-07,Human Resources
230690,Khoa,Papastamatiou,Senior Staff,1993-01-30,1999-01-01,Customer Service
230690,Khoa,Papastamatiou,Staff,1988-01-31,1993-01-30,Customer Service
230691,Mantis,Angelopoulos,Senior Staff,1994-01-14,1999-01-01,Sales
230691,Mantis,Angelopoulos,Staff,1987-01-14,1994-01-14,Sales
230701,Kristen,Salverda,Engineer,1986-07-29,1995-07-29,Quality Management
230701,Kristen,Salverda,Senior Engineer,1995-07-29,1999-01-01,Quality Management
230707,Tesuro,Verhoeff,Engineer,1993-12-09,2001-12-09,Development
230707,Tesuro,Verhoeff,Senior Engineer,2001-12-09,1999-01-01,Development
230716,Xinglin,Panangaden,Senior Staff,1994-04-10,1999-01-01,Marketing
230723,Shimshon,Portugali,Senior Staff,1993-05-21,1999-01-01,Sales
230723,Shimshon,Portugali,Staff,1986-05-21,1993-05-21,Sales
230737,Hsiangchu,Hagimont,Engineer,1985-07-15,1992-07-15,Research
230737,Hsiangchu,Hagimont,Senior Engineer,1992-07-15,1999-01-01,Research
230737,Hsiangchu,Hagimont,Engineer,1985-07-15,1992-07-15,Development
230737,Hsiangchu,Hagimont,Senior Engineer,1992-07-15,1999-01-01,Development
230747,Piyush,Haumacher,Engineer,1998-03-07,1999-01-01,Quality Management
230747,Piyush,Haumacher,Engineer,1998-03-07,1999-01-01,Production
230750,Magy,Vigier,Senior Staff,1994-12-12,1999-01-01,Sales
230750,Magy,Vigier,Staff,1987-12-12,1994-12-12,Sales
230753,Geraldo,Suri,Engineer,1988-08-21,1993-08-21,Development
230753,Geraldo,Suri,Senior Engineer,1993-08-21,1999-01-01,Development
230771,Bezalel,Colorni,Engineer,1998-01-09,1999-01-01,Development
230774,Tetsushi,Erni,Engineer,1987-07-22,1993-07-21,Development
230774,Tetsushi,Erni,Senior Engineer,1993-07-21,1999-01-01,Development
230801,Giao,Engberts,Senior Staff,1995-10-23,1999-01-01,Sales
230801,Giao,Engberts,Staff,1988-10-22,1995-10-23,Sales
230808,Roded,Piveteau,Senior Engineer,1988-07-23,1999-01-01,Production
230813,Tesuya,Shumilov,Senior Staff,1993-03-16,1999-01-01,Sales
230813,Tesuya,Shumilov,Staff,1985-03-16,1993-03-16,Sales
230822,Saeko,Rebaine,Staff,1996-01-09,1999-01-01,Marketing
230825,Atilio,Stentiford,Senior Engineer,1995-05-05,1999-01-01,Development
230846,Parto,Perelgut,Engineer,1991-04-20,1999-04-20,Development
230846,Parto,Perelgut,Senior Engineer,1999-04-20,1999-01-01,Development
230848,Michaela,Oxenboll,Senior Engineer,1986-02-06,1999-01-01,Quality Management
230859,Jaques,Cichocki,Senior Engineer,1985-10-07,1999-01-01,Production
230862,Kazuyasu,Rouquie,Engineer,1987-11-21,1996-11-20,Quality Management
230862,Kazuyasu,Rouquie,Senior Engineer,1996-11-20,1999-01-01,Quality Management
230868,Zengping,Poulakidas,Senior Staff,1987-09-24,1999-01-01,Sales
230871,Rildo,Rabejac,Senior Staff,1993-09-21,1999-01-01,Human Resources
230871,Rildo,Rabejac,Staff,1988-09-21,1993-09-21,Human Resources
230875,Keiichiro,Kushner,Senior Staff,1994-01-29,1999-01-01,Human Resources
230875,Keiichiro,Kushner,Staff,1987-01-29,1994-01-29,Human Resources
230882,Geoffrey,Pezzoli,Engineer,1992-06-11,2000-06-11,Development
230882,Geoffrey,Pezzoli,Senior Engineer,2000-06-11,1999-01-01,Development
230883,Pradeep,Kawashima,Senior Staff,1988-10-20,1999-01-01,Customer Service
230883,Pradeep,Kawashima,Senior Staff,1988-10-20,1999-01-01,Sales
230885,Gila,Zhiwei,Engineer,1986-07-02,1995-07-02,Development
230885,Gila,Zhiwei,Senior Engineer,1995-07-02,1999-01-01,Development
230895,Godehard,Parhami,Assistant Engineer,1986-03-02,1994-03-02,Production
230895,Godehard,Parhami,Engineer,1994-03-02,2002-03-02,Production
230895,Godehard,Parhami,Senior Engineer,2002-03-02,1999-01-01,Production
230898,Charlene,Vitiello,Assistant Engineer,1997-02-22,1999-01-01,Development
230906,Qunsheng,Marchegay,Senior Staff,1993-09-09,1999-01-01,Marketing
230906,Qunsheng,Marchegay,Staff,1988-09-09,1993-09-09,Marketing
230916,Lena,Bale,Senior Staff,1997-10-30,1999-01-01,Human Resources
230928,Tesuya,Schlumberger,Engineer,1986-09-09,1994-09-09,Development
230928,Tesuya,Schlumberger,Senior Engineer,1994-09-09,1999-01-01,Development
230931,Petter,Hoppenstand,Engineer,1997-03-05,1999-01-01,Customer Service
230931,Petter,Hoppenstand,Engineer,1997-03-05,1999-01-01,Production
230935,Heon,Scallan,Engineer,1987-02-22,1995-02-22,Quality Management
230935,Heon,Scallan,Senior Engineer,1995-02-22,1999-01-01,Quality Management
230937,Indrajit,Kermarrec,Engineer,1987-10-03,1993-10-02,Development
230937,Indrajit,Kermarrec,Senior Engineer,1993-10-02,1999-01-01,Development
230939,Peternela,Matzen,Senior Staff,1994-01-04,1999-01-01,Marketing
230939,Peternela,Matzen,Staff,1988-01-05,1994-01-04,Marketing
230946,Tamiya,Taubenfeld,Senior Staff,1996-05-18,1999-01-01,Marketing
230946,Tamiya,Taubenfeld,Staff,1988-05-18,1996-05-18,Marketing
230948,Emdad,Peac,Senior Engineer,1992-05-12,1999-01-01,Development
230956,Moheb,Ranft,Engineer,1986-03-13,1992-03-12,Production
230956,Moheb,Ranft,Senior Engineer,1992-03-12,1999-01-01,Production
230958,Krisda,Bade,Engineer,1986-12-09,1992-12-08,Production
230958,Krisda,Bade,Senior Engineer,1992-12-08,1999-01-01,Production
230966,Tadahiro,Melski,Engineer,1988-10-02,1995-10-03,Development
230966,Tadahiro,Melski,Senior Engineer,1995-10-03,1999-01-01,Development
230970,Alper,Lammel,Engineer,1992-06-19,1997-06-19,Quality Management
230970,Alper,Lammel,Senior Engineer,1997-06-19,1999-01-01,Quality Management
230975,DeForest,Keohane,Engineer,1992-01-08,1998-01-07,Development
230975,DeForest,Keohane,Senior Engineer,1998-01-07,1999-01-01,Development
230976,Chuanyi,Serot,Senior Staff,1992-08-20,1999-01-01,Sales
230976,Chuanyi,Serot,Staff,1987-08-21,1992-08-20,Sales
230984,Odinaldo,Itzigehl,Senior Engineer,1985-10-31,1999-01-01,Quality Management
230985,Hatsukazu,Taubman,Engineer,1987-09-27,1995-09-27,Production
230985,Hatsukazu,Taubman,Senior Engineer,1995-09-27,1999-01-01,Production
231005,Muzhong,Murthy,Senior Staff,1998-08-04,1999-01-01,Research
231005,Muzhong,Murthy,Staff,1993-08-04,1998-08-04,Research
231006,Gill,Delgrossi,Senior Staff,1993-12-13,1999-01-01,Customer Service
231006,Gill,Delgrossi,Staff,1986-12-13,1993-12-13,Customer Service
231016,Hitofumi,Valette,Engineer,1986-01-08,1995-01-08,Production
231016,Hitofumi,Valette,Senior Engineer,1995-01-08,1999-01-01,Production
231023,Toshimo,Madeira,Senior Engineer,1985-07-07,1999-01-01,Development
231027,Kazuhiko,Denny,Engineer,1985-12-04,1993-12-04,Customer Service
231027,Kazuhiko,Denny,Senior Engineer,1993-12-04,1999-01-01,Customer Service
231027,Kazuhiko,Denny,Engineer,1985-12-04,1993-12-04,Production
231027,Kazuhiko,Denny,Senior Engineer,1993-12-04,1999-01-01,Production
231034,Xiaobin,Coors,Staff,1996-08-27,1999-01-01,Sales
231036,Hyuncheol,Soloway,Senior Staff,1997-08-08,1999-01-01,Customer Service
231036,Hyuncheol,Soloway,Staff,1988-08-08,1997-08-08,Customer Service
231036,Hyuncheol,Soloway,Senior Staff,1997-08-08,1999-01-01,Marketing
231036,Hyuncheol,Soloway,Staff,1988-08-08,1997-08-08,Marketing
231044,Stevo,Merey,Engineer,1985-08-06,1991-08-06,Production
231044,Stevo,Merey,Senior Engineer,1991-08-06,1999-01-01,Production
231056,Margo,McAlpine,Engineer,1997-01-03,1999-01-01,Production
231057,Ziyad,Bhattacharjee,Senior Staff,1990-11-12,1999-01-01,Sales
231057,Ziyad,Bhattacharjee,Staff,1985-11-12,1990-11-12,Sales
231057,Ziyad,Bhattacharjee,Senior Staff,1990-11-12,1999-01-01,Finance
231057,Ziyad,Bhattacharjee,Staff,1985-11-12,1990-11-12,Finance
231062,Kwee,Godskesen,Staff,1998-01-12,1999-01-01,Human Resources
231073,Yechiam,Rattan,Senior Staff,1994-06-06,1999-01-01,Finance
231073,Yechiam,Rattan,Staff,1988-06-06,1994-06-06,Finance
231083,Gritta,Angelopoulos,Senior Engineer,1986-09-06,1999-01-01,Development
231096,Debaprosad,Tyugu,Senior Staff,1993-03-10,1999-01-01,Customer Service
231096,Debaprosad,Tyugu,Staff,1988-03-10,1993-03-10,Customer Service
231096,Debaprosad,Tyugu,Senior Staff,1993-03-10,1999-01-01,Sales
231096,Debaprosad,Tyugu,Staff,1988-03-10,1993-03-10,Sales
231110,Kiyomitsu,Sidou,Senior Staff,2000-09-25,1999-01-01,Customer Service
231110,Kiyomitsu,Sidou,Staff,1991-09-26,2000-09-25,Customer Service
231111,Shirish,Rosiles,Engineer,1986-07-21,1993-07-21,Development
231111,Shirish,Rosiles,Senior Engineer,1993-07-21,1999-01-01,Development
231116,Kristof,Danecki,Senior Engineer,1985-11-10,1999-01-01,Development
231122,Jeane,Baik,Senior Engineer,1986-11-01,1999-01-01,Development
231132,Arunas,Hofstetter,Senior Staff,1985-11-16,1999-01-01,Research
231144,Pradeep,Simmen,Senior Staff,1992-04-24,1999-01-01,Research
231144,Pradeep,Simmen,Senior Staff,1992-04-24,1999-01-01,Production
231151,Jessie,Varman,Senior Staff,1996-11-05,1999-01-01,Sales
231151,Jessie,Varman,Staff,1987-11-06,1996-11-05,Sales
231163,Emran,Dechter,Senior Staff,1995-02-01,1999-01-01,Sales
231163,Emran,Dechter,Staff,1988-02-01,1995-02-01,Sales
231178,Gennady,Highland,Senior Staff,1991-09-27,1999-01-01,Sales
231178,Gennady,Highland,Staff,1985-09-27,1991-09-27,Sales
231192,Zorica,Siepmann,Engineer,1986-12-03,1995-12-03,Production
231192,Zorica,Siepmann,Senior Engineer,1995-12-03,1999-01-01,Production
231193,Freyja,Isaac,Senior Engineer,1990-04-03,1999-01-01,Quality Management
231194,Tonny,Burnard,Engineer,1994-04-29,1999-04-29,Quality Management
231194,Tonny,Burnard,Senior Engineer,1999-04-29,1999-01-01,Quality Management
231202,Nobuyoshi,Fioravanti,Engineer,1987-07-06,1992-07-05,Production
231202,Nobuyoshi,Fioravanti,Senior Engineer,1992-07-05,1999-01-01,Production
231207,Peternela,Lakshmanan,Technique Leader,1987-08-27,1999-01-01,Development
231236,Guadalupe,Iisaka,Engineer,1988-12-04,1994-12-04,Production
231236,Guadalupe,Iisaka,Senior Engineer,1994-12-04,1999-01-01,Production
231238,Sarita,Tsukuda,Engineer,1986-02-06,1992-02-06,Development
231238,Sarita,Tsukuda,Senior Engineer,1992-02-06,1999-01-01,Development
231243,Abdelghani,Birta,Senior Staff,1988-11-14,1999-01-01,Human Resources
231270,Gritta,Rassart,Senior Staff,1999-03-24,1999-01-01,Customer Service
231270,Gritta,Rassart,Staff,1990-03-24,1999-03-24,Customer Service
231276,Jayesh,Butner,Senior Staff,1985-05-21,1999-01-01,Sales
231280,Weidon,Verhoeff,Technique Leader,1999-06-11,1999-01-01,Production
231294,Sven,Brender,Senior Staff,1995-11-16,1999-01-01,Sales
231308,Lijie,Boudaillier,Senior Staff,1996-09-19,1999-01-01,Finance
231308,Lijie,Boudaillier,Staff,1987-09-20,1996-09-19,Finance
231315,Subir,Farrar,Engineer,1985-08-19,1994-08-19,Research
231315,Subir,Farrar,Senior Engineer,1994-08-19,1999-01-01,Research
231315,Subir,Farrar,Engineer,1985-08-19,1994-08-19,Development
231315,Subir,Farrar,Senior Engineer,1994-08-19,1999-01-01,Development
231316,Zhilian,Soloway,Engineer,1996-09-03,1999-01-01,Development
231333,Kinh,Stroustrup,Senior Staff,1993-01-28,1999-01-01,Human Resources
231333,Kinh,Stroustrup,Staff,1986-01-28,1993-01-28,Human Resources
231339,Bogdan,Skrikant,Engineer,1992-06-20,1998-06-20,Development
231339,Bogdan,Skrikant,Senior Engineer,1998-06-20,1999-01-01,Development
231344,Ohad,Kalafatis,Senior Staff,1994-09-15,1999-01-01,Sales
231344,Ohad,Kalafatis,Staff,1985-09-15,1994-09-15,Sales
231344,Ohad,Kalafatis,Senior Staff,1994-09-15,1999-01-01,Marketing
231344,Ohad,Kalafatis,Staff,1985-09-15,1994-09-15,Marketing
231347,Kiam,Thimonier,Senior Engineer,1994-09-09,1999-01-01,Development
231372,Khatoun,Koblick,Staff,1997-08-20,1999-01-01,Human Resources
231372,Khatoun,Koblick,Staff,1997-08-20,1999-01-01,Finance
231375,Jungsoon,Kushnir,Senior Staff,1995-03-16,1999-01-01,Customer Service
231401,Fumino,Biran,Engineer,1990-01-18,1996-01-18,Production
231401,Fumino,Biran,Senior Engineer,1996-01-18,1999-01-01,Production
231409,Maya,Thorensen,Engineer,1985-02-16,1994-02-16,Quality Management
231409,Maya,Thorensen,Senior Engineer,1994-02-16,1999-01-01,Quality Management
231410,Persi,Sidou,Senior Staff,1999-04-09,1999-01-01,Sales
231411,Prasadram,Perfilyeva,Senior Staff,1993-06-28,1999-01-01,Finance
231424,Dayanand,Fortenbacher,Senior Staff,2001-06-29,1999-01-01,Marketing
231424,Dayanand,Fortenbacher,Staff,1996-06-29,2001-06-29,Marketing
231425,Danai,DuCasse,Engineer,1986-05-11,1991-05-11,Development
231425,Danai,DuCasse,Senior Engineer,1991-05-11,1999-01-01,Development
231430,Quingbo,Kusakabe,Senior Staff,1995-02-04,1999-01-01,Sales
231430,Quingbo,Kusakabe,Staff,1986-02-04,1995-02-04,Sales
231431,Anestis,Merle,Senior Staff,1988-02-13,1999-01-01,Human Resources
231431,Anestis,Merle,Senior Staff,1988-02-13,1999-01-01,Marketing
231436,Hironobu,Nannarelli,Engineer,1986-08-11,1994-08-11,Development
231436,Hironobu,Nannarelli,Senior Engineer,1994-08-11,1999-01-01,Development
231440,Mariangiola,Lores,Engineer,1987-08-21,1993-08-20,Development
231440,Mariangiola,Lores,Senior Engineer,1993-08-20,1999-01-01,Development
231469,Juyoung,Denos,Senior Engineer,1987-12-23,1999-01-01,Quality Management
231471,Saeko,Chinin,Senior Engineer,1988-01-11,1999-01-01,Quality Management
231477,Larisa,Krohm,Senior Staff,1996-12-29,1999-01-01,Human Resources
231477,Larisa,Krohm,Staff,1988-12-29,1996-12-29,Human Resources
231486,Yefim,Cmelik,Senior Engineer,1985-12-26,1999-01-01,Development
231490,Etsuo,Clouatre,Senior Staff,1988-06-05,1999-01-01,Customer Service
231499,Inderjeet,Perly,Staff,1995-01-23,1999-01-01,Marketing
231520,Junichi,Angel,Engineer,1995-08-07,1999-01-01,Production
231521,Kiam,Koshino,Engineer,1985-03-30,1994-03-30,Development
231521,Kiam,Koshino,Senior Engineer,1994-03-30,1999-01-01,Development
231536,Jouni,Wrigley,Senior Staff,1997-10-16,1999-01-01,Customer Service
231553,Oksana,Simkin,Senior Engineer,1985-11-20,1999-01-01,Production
231554,Xiaoshan,Hennings,Engineer,1986-12-02,1994-12-02,Development
231554,Xiaoshan,Hennings,Senior Engineer,1994-12-02,1999-01-01,Development
231557,Janche,Griswold,Engineer,1985-04-26,1993-04-26,Development
231557,Janche,Griswold,Senior Engineer,1993-04-26,1999-01-01,Development
231563,Khosrow,Rijckaert,Staff,1999-01-30,1999-01-01,Sales
231564,Vasilii,Nanard,Senior Staff,1994-08-05,1999-01-01,Customer Service
231564,Vasilii,Nanard,Staff,1988-08-05,1994-08-05,Customer Service
231566,Lillian,Brickell,Senior Staff,1997-09-16,1999-01-01,Human Resources
231566,Lillian,Brickell,Staff,1991-09-17,1997-09-16,Human Resources
231570,Dietrich,Vecchi,Staff,1999-01-24,1999-01-01,Sales
231571,Lena,Broomell,Senior Staff,1995-08-01,1999-01-01,Sales
231571,Lena,Broomell,Staff,1986-08-01,1995-08-01,Sales
231583,Szabolcs,Laventhal,Engineer,1985-02-05,1990-02-05,Production
231583,Szabolcs,Laventhal,Senior Engineer,1990-02-05,1999-01-01,Production
231586,Teunis,Standera,Senior Staff,1996-04-09,1999-01-01,Research
231586,Teunis,Standera,Staff,1988-04-09,1996-04-09,Research
231602,Leaf,Azumi,Engineer,1986-01-18,1991-01-18,Development
231602,Leaf,Azumi,Senior Engineer,1991-01-18,1999-01-01,Development
231611,Moni,Muhlberg,Senior Staff,1992-08-20,1999-01-01,Finance
231611,Moni,Muhlberg,Staff,1986-08-21,1992-08-20,Finance
231635,Billie,Kalafatis,Technique Leader,1985-03-21,1999-01-01,Development
231635,Billie,Kalafatis,Technique Leader,1985-03-21,1999-01-01,Production
231649,Woody,Hebert,Senior Engineer,1986-03-23,1999-01-01,Production
231665,Gita,Cullers,Senior Engineer,1994-04-04,1999-01-01,Development
231672,Hironobu,Erdi,Engineer,1992-10-23,2000-10-23,Production
231672,Hironobu,Erdi,Senior Engineer,2000-10-23,1999-01-01,Production
231696,Foong,Silva,Senior Staff,1987-11-12,1999-01-01,Sales
231702,Sahrah,Vieri,Senior Staff,2002-03-25,1999-01-01,Sales
231702,Sahrah,Vieri,Staff,1996-03-25,2002-03-25,Sales
231705,Fusako,Feldhoffer,Engineer,1986-03-27,1994-03-27,Quality Management
231705,Fusako,Feldhoffer,Senior Engineer,1994-03-27,1999-01-01,Quality Management
231706,Achilleas,Pettey,Senior Staff,1994-04-03,1999-01-01,Sales
231706,Achilleas,Pettey,Staff,1988-04-03,1994-04-03,Sales
231727,Kazuhito,Luca,Senior Staff,1995-09-29,1999-01-01,Customer Service
231727,Kazuhito,Luca,Staff,1986-09-30,1995-09-29,Customer Service
231735,Sanjeeva,Randi,Senior Staff,1994-08-17,1999-01-01,Human Resources
231735,Sanjeeva,Randi,Staff,1988-08-17,1994-08-17,Human Resources
231736,Sverrir,Peternell,Technique Leader,1986-05-19,1999-01-01,Development
231740,Kyoichi,Gustavson,Senior Staff,1995-09-01,1999-01-01,Sales
231740,Kyoichi,Gustavson,Staff,1987-09-01,1995-09-01,Sales
231746,Jaber,Gist,Staff,1997-09-12,1999-01-01,Research
231756,Ronnie,Barreiro,Engineer,1998-09-19,1999-01-01,Quality Management
231760,Karsten,Auyong,Senior Staff,1993-08-13,1999-01-01,Customer Service
231815,Marjo,Reinhart,Engineer,1986-09-06,1991-09-06,Production
231815,Marjo,Reinhart,Senior Engineer,1991-09-06,1999-01-01,Production
231818,Gretta,Hartvigsen,Technique Leader,1996-08-23,1999-01-01,Production
231838,Kazuhiko,Strandh,Assistant Engineer,1985-07-06,1994-07-06,Development
231838,Kazuhiko,Strandh,Engineer,1994-07-06,1999-01-01,Development
231847,Geraldo,Pauthner,Senior Staff,1994-12-18,1999-01-01,Research
231847,Geraldo,Pauthner,Staff,1986-12-18,1994-12-18,Research
231858,Geoffry,Baez,Senior Staff,1988-06-07,1999-01-01,Sales
231874,Murthy,Peroz,Senior Staff,2001-01-30,1999-01-01,Sales
231874,Murthy,Peroz,Staff,1995-01-31,2001-01-30,Sales
231876,Abdelkader,Akazan,Senior Staff,2000-02-14,1999-01-01,Research
231876,Abdelkader,Akazan,Staff,1995-02-14,2000-02-14,Research
231879,Kyoichi,Acton,Engineer,1987-06-11,1996-06-10,Production
231879,Kyoichi,Acton,Senior Engineer,1996-06-10,1999-01-01,Production
231883,Srinidhi,Heering,Senior Staff,2002-01-24,1999-01-01,Research
231883,Srinidhi,Heering,Staff,1994-01-24,2002-01-24,Research
231887,Yongmin,Petereit,Senior Staff,1991-01-18,1999-01-01,Sales
231887,Yongmin,Petereit,Staff,1986-01-18,1991-01-18,Sales
231891,Yagil,Ranka,Senior Staff,1993-05-28,1999-01-01,Marketing
231891,Yagil,Ranka,Staff,1987-05-29,1993-05-28,Marketing
231895,Shiv,Hmelo,Assistant Engineer,1985-09-09,1993-09-09,Production
231895,Shiv,Hmelo,Engineer,1993-09-09,2001-09-09,Production
231895,Shiv,Hmelo,Senior Engineer,2001-09-09,1999-01-01,Production
231905,Hugo,Comellas,Engineer,1992-10-10,2001-10-10,Development
231905,Hugo,Comellas,Senior Engineer,2001-10-10,1999-01-01,Development
231918,Ger,Naumovich,Engineer,1986-10-10,1991-10-10,Production
231918,Ger,Naumovich,Senior Engineer,1991-10-10,1999-01-01,Production
231919,Sanjit,Lamma,Engineer,1987-05-13,1993-05-12,Development
231919,Sanjit,Lamma,Senior Engineer,1993-05-12,1999-01-01,Development
231922,Mohammad,Minakawa,Engineer,1988-07-29,1993-07-29,Quality Management
231922,Mohammad,Minakawa,Senior Engineer,1993-07-29,1999-01-01,Quality Management
231929,Adit,Muhlberg,Senior Staff,1997-03-13,1999-01-01,Customer Service
231929,Adit,Muhlberg,Staff,1992-03-13,1997-03-13,Customer Service
231935,Duri,Perry,Senior Engineer,1988-01-20,1999-01-01,Development
231950,Stella,Marchegay,Engineer,1991-06-21,1997-06-20,Development
231950,Stella,Marchegay,Senior Engineer,1997-06-20,1999-01-01,Development
231952,Carrsten,Docker,Senior Engineer,1988-10-29,1999-01-01,Quality Management
231956,Spyrose,Birjandi,Senior Staff,1993-11-09,1999-01-01,Sales
231956,Spyrose,Birjandi,Staff,1986-11-09,1993-11-09,Sales
231956,Spyrose,Birjandi,Senior Staff,1993-11-09,1999-01-01,Finance
231956,Spyrose,Birjandi,Staff,1986-11-09,1993-11-09,Finance
231959,Adib,Hatcliff,Senior Staff,2001-05-06,1999-01-01,Sales
231959,Adib,Hatcliff,Staff,1995-05-07,2001-05-06,Sales
231968,Elrique,Mapelli,Engineer,1985-06-18,1994-06-18,Development
231968,Elrique,Mapelli,Senior Engineer,1994-06-18,1999-01-01,Development
231978,Somnath,Plesums,Senior Staff,1993-09-30,1999-01-01,Human Resources
